Question_ID,Country,Dimension,Context,Option_A,Option_B,Cultural_Note
Q11,Taiwan,SN,學一個全新的App或工具（例如剪片軟體或AI prompt）時，你通常：,穩紮穩打的「實戰派」。先看教學，一步步照做，確認每個功能在哪裡再自己動手玩。,縱觀全局的「直覺派」。直接打開亂點，邊玩邊摸索它的邏輯跟感覺，遇到問題再說。,步驟導向 vs 摸索與直覺導向。
Q12,Taiwan,SN,如果問你「你對5年後的自己有畫面嗎？」，你會說：,「先把今天的事做好最重要，未來的成果都是靠每天的小習慣和待辦事項堆出來的。」,「我腦中有一堆版本——不同城市、不同的職涯發展、不同的生活風格，充滿各種可能。」,著眼當下的累積 vs 腦中多重宇宙的願景。
Q13,Taiwan,SN,去一間新開的創意料理餐廳，菜單全是沒看過的奇特菜名，你會：,保守選最安全的。挑那些有寫清楚食材、接近自己熟悉味道的料理，確保不會餓肚子。,點名字最怪的那道！充滿好奇心，覺得就算踩雷也是個有趣的體驗，還能當作群組聊天的好素材。,安全牌/確定性 vs 踩雷當有趣素材。
Q14,Taiwan,SN,如果要你寫一篇文章或產出一段內容，你比較有把握的是：,把真實發生的事情，用豐富的五感細節記錄下來，寫得超級具體、超有畫面感。,虛構一個故事或世界觀，在裡面塞滿各種隱喻、象徵意義或天馬行空的奇幻元素。,真實細節描繪 vs 隱喻與概念創作。
Q15,Taiwan,SN,在做一個沒有標準答案的選擇時，你最後拍板定案的依據通常是：,相信「看得見的證據」。依賴具體的數據、過去的實際經驗，以及發生過的事實。,相信「內心的雷達」。依賴那種「雖然說不出具體原因，但就是感覺對味/對頻了」的強烈直覺。,數據與經驗 vs 感覺對味的直覺。
Q16,Taiwan,SN,對你來說，「發呆／做白日夢」的頻率比較像是：,比較少。我的腦袋大部分時間都在處理實際的待辦事項，思考如何解決眼前的現實問題。,超級常！我的腦中隨時都在上演不同未來發展的迷你劇，有各種腦內小劇場。,處理現實問題 vs 腦內小劇場。
Q17,Taiwan,TF,朋友因為自己的失誤把工作搞砸，約你出來喝東西，一坐下就崩潰大哭，你的第一反應是：,化身「解決問題的智庫」。先聽完整過程，然後開始陪他分析問題出在哪、討論下次怎麼改進最有效。,化身「情緒價值的提供者」。先不管對錯，陪他穩住情緒，跟他說「聽起來好沉重…你一定很難過吧」，接住他的委屈。,分析與解決方案 vs 優先提供情緒價值。
Q18,Taiwan,TF,在做一個牽涉到其他人的重要決定時，你心裡的優先排序比較是：,這樣合不合理？對事情本身是不是最公平、最客觀，並且能達到最高的效率？,這樣會不會傷到誰？大家的感受怎麼樣、做這個決定會不會讓氣氛變得很尷尬？,講求客觀公平 vs 在乎群體和諧與感受。
Q19,Taiwan,TF,如果你被迫要幫公司決定一份「專案裁撤/人員縮編」的殘酷名單，你會傾向：,理性至上。完全用過往績效、實際貢獻度，以及未來的發展潛力來做客觀排序。,人情考量。會忍不住想保護那些家裡負擔重、年資久，或者對公司特別有感情的夥伴。,績效導向 vs 人情與情感連結。
Q20,Taiwan,TF,你比較希望別人私底下怎麼形容你這個人？,「這個人判斷力超強，做事非常專業、極度有能力，交給他絕對放心。」,「這個人超好相處，情商很高，跟他在一起總是覺得很安心、很溫暖。」,被肯定能力與專業 vs 被肯定溫暖與好相處。
Q21,Taiwan,TF,跟別人發生爭論，雙方各有立場時，你心裡最放不下、最糾結的點是：,明明我的邏輯比較站得住腳，事情卻被對方的情緒帶偏，這點讓我超級不爽。,就算我知道我是對的，我也不想把關係搞僵。如果硬要講贏而傷了和氣，我心裡會覺得怪怪的。,在乎邏輯正確性 vs 不想破壞關係(不燒橋)。
Q22,Taiwan,TF,對你來說，別人給你「有用的批評與指教」應該長什麼樣子？,直球對決。直接點出問題在哪、給我具體的改進方法就好，不用刻意包裝或顧慮我的感受。,高情商的三明治溝通。希望對方先肯定我的優點，再溫柔地給出建議，讓我覺得他是在「幫我」而不是「否定我」。,效率直球 vs 顧及面子的溫柔建議。
Q23,Taiwan,TF,在電影或影集裡，最容易戳中你淚點、讓你感動的橋段通常是：,角色在絕境之下，做出了一個超有力量、合乎邏輯但卻必須犧牲自我的偉大選擇。,家人或摯友久別重逢的擁抱，或者是有人為了愛與友情，默默做出溫柔付出的瞬間。,壯烈的邏輯犧牲 vs 深刻的情感與溫柔付出。
Q24,Taiwan,TF,遇到完全不講理、亂發脾氣的人，你內心的自動反應機制是：,大腦高速運轉，想用冷靜的邏輯拆解他矛盾的地方，讓他啞口無言、說不出話來。,會先在情緒上感到受傷或生氣，腦袋一片空白，很難在當下馬上想出漂亮的話來反擊。,邏輯拆解防禦 vs 情緒先受傷。
Q25,Taiwan,JP,出國旅行前一晚，你的行李通常長什麼樣？,優雅的「計畫通」。幾天前就差不多收好了，甚至還有自己的打勾清單確認過一遍，享受萬無一失的安心感。,瀟灑的「極限打包藝術家」。地上還攤著半開的行李箱，邊想邊塞，有些東西到出門前一刻才丟進去。,避開了「控制狂」，改用「計畫通」。
Q26,Taiwan,JP,對於難得的週末，你比較喜歡怎樣的度過方式？,提前排好行程。大概知道幾點起床、要去哪裡、吃什麼餐廳，有一個清晰的計畫框架會讓我比較有底。,當天早上看心情決定。覺得想出門就出門，想躺在床上廢就躺，說走就走、充滿彈性。,提前排定框架 vs 當天看心情的彈性。
Q27,Taiwan,JP,工作或日常中突然被丟進一個「緊急插隊任務」，你多半的反應是：,覺得原本的節奏被打亂，心裡會有壓力，但還是會咬牙把它重新編排進自己的行事曆裡。,腎上腺素狂飆！有點被刺激到，反而覺得這種臨時救火的突發狀況，比每天照表操課還要有感覺。,節奏被打亂的壓力 vs 臨時救火的腎上腺素。
Q28,Taiwan,JP,看看你的電腦桌面或雲端資料夾，它的狀態大概是：,數位整理大師。依照專案、日期、類型清楚分類，資料夾井然有序，好一陣子才會亂。,亂中有序的魔法師。一堆檔案跟截圖散在桌面上，別人看覺得很亂，但你大腦就是知道東西在哪裡。,清楚分類 vs 亂中有序。
Q29,Taiwan,JP,面對一個還沒做最後決定的選項（例如要不要去某個聚會、買某個東西），你的感受比較像：,事情懸在那裡會讓我有點焦慮。我寧願快點拍板定案，就算之後要微調也沒關係，先定下來再說。,能多留幾個選項就多留。不到最後一刻不想把話說死，喜歡保留調整空間到極限。,提早決定的安心感 vs 保留選項的開放性。
Q30,Taiwan,JP,談到職場或生活中的「規則與SOP」，你心裡比較貼近哪一句話：,規則是為了建立效率與和諧。有明確的規則大家才知道怎麼配合，事情推動起來才會順利。,規則只是一種參考。遇到特殊狀況時，人的彈性跟發揮創意解決問題的能力，比死守規則重要多了。,規則帶來效率 vs 彈性與創意至上。
Q31,Taiwan,JP,努力完成一個專案或度過忙碌的一週後，讓你最「有感/最爽」的瞬間是：,把 To-do list 上最後一格打勾、把檔案存檔結案的那一刻，那種徹底清空的清爽感！,犒賞自己的 Treat yo' self 瞬間！或者是在過程中突然想到一個超棒的新做法，覺得自己又進化解鎖了一關。,加入了使用者建議的 Treat yo' self 概念取代難懂的 Girl Math。
Q32,Taiwan,JP,如果要把你對「人生這場遊戲」的態度濃縮成一種哲學，你覺得哪一個最貼切？,人生是一張「藍圖」。喜歡設定明確的里程碑，一步步打怪升級，享受把不確定性降到最低的「絕對掌控感」。,人生是一場「體驗」。比起死板的目標，更相信「船到橋頭自然直」，享受沿途開盲盒的驚喜與各種「支線任務」。,人生藍圖與掌控感 vs 開盲盒與支線任務。
Q33,Taiwan,AT,事情突然大反轉、不照你的計畫走時，你內心的第一反應是：,啟動 Lucky Vicky 的正向轉念！深呼吸一下想：「好，那接下來我可以怎麼辦？說不定這樣更好！」,先經歷一陣焦慮。腦中開始瘋狂重播，檢討是不是自己哪裡沒做好才導致這個結果。,加入了使用者提議的「Lucky Vicky (張員瑛轉念法)」正向思考。
Q34,Taiwan,AT,對於自己的能力與表現，你心裡比較常出現的聲音是：,「大致上我相信自己，就算遇到完全不會的新東西，我也能慢慢學起來。」自帶健康的自我肯定感。,「我好像還不夠好。」經常需要再拿出具體成績，或者被別人大力肯定後，心裡才會覺得比較踏實。,自我肯定與信任 vs 需要外界肯定與完美主義。
Q35,Taiwan,AT,如果在群組裡說錯話，或者講了一個瞬間冷場的爛梗，過後你會：,擁有強大的心理防禦力。當場笑一笑、發個貼圖帶過，之後也完全不會把這件事放在心上。,回家後大腦會一直不受控地回想那一幕，經歷嚴重的「尷尬癌發作」，甚至會懊惱破防好一陣子。,心理防禦/不在乎 vs 尷尬癌/反覆內耗。
Q36,Taiwan,AT,當一個重要專案的 Deadline 快到了，被巨大的壓力推著跑時，你的狀態是：,反而會進入極致的「高專注模式」。其實你心裡知道，自己在有點壓力的情況下反而跑得更快、效率更好。,容易感到心慌、甚至影響睡眠。會因為超級害怕自己出錯或來不及交件，而產生極大的精神壓力。,壓力轉化為專注力 vs 壓力引發焦慮與自我要求。
Q37,Taiwan,AT,對於周遭「別人的情緒」，你自認你的抵抗力有多高？,邊界感極佳。我能清楚分辨「那是他的情緒，不是我的」，比較不容易被別人的負能量拖走。,天生的高敏感天線。很容易被現場的氣氛影響，身邊的人一陷入低氣壓，我的心情也會跟著沉下去。,情緒邊界感 vs 高共情與易受影響。
Q38,Taiwan,AT,面對未來可能發生的各種風險與不確定性，你通常的心態是：,「船到橋頭自然直，真的發生了再說，到時候總會有辦法處理的。」主打一個兵來將擋的樂觀。,超級危機管理師。會先在腦袋裡把最糟的劇本都演過一遍，預想好各種備案跟退路才會安心。,樂觀面對未知 vs 災難化思考與嚴謹備案。
Q39,Taiwan,AT,談到你現在的人生狀態與成就，你心裡的感覺比較接近：,雖然還有很多想達成的目標，但大致上我能欣賞並滿意現在的自己和目前的生活樣貌。,總覺得哪裡還不夠好。常常會在心裡對自己說「再撐一下、還要再更好一點」，有著強烈的自我驅動力。,知足與自我接納 vs 永不滿足的進步渴望。
Q40,Taiwan,AT,當有人評論你的心血作品，並說「我覺得這裡可以再調整一下」時，你比較像是：,自帶「不沾鍋屬性」。大腦會自動把這句話拆解成具體建議，直接拿來當作修正的客觀參考，不帶任何情緒。,會先感受到一點點被否定的刺痛。需要一點時間消化情緒，轉念成「這是為了讓作品變更好」後才能重新出發。,客觀接收回饋 vs 情緒先受傷再轉念。
